sale_id	sale_date_id	location_id	product_id	unit_price_usd	discount_pct	units_sold	discounted_price_usd	revenue_usd	fx_rate_id	revenue_local_currency	sale_metadata_id	customer_rating	costumer_id	return_status_id
APPL-00005089	31 December 2023	254	631	646.05	3	2	626.67	1253.34	15	187750.33	2	3.6		1
APPL-00008060	20 March 2023	370	631	627.93	0	2	627.93	1255.86	25	114911.19	17	3.6		1
APPL-00005508	18 February 2023	269	631	613.02	0	2	613.02	1226.04	17	5774.65	28	3.4		1
APPL-00001530	05 December 2024	66	631	561.39	0	2	561.39	1122.78	6	1526.98	30	3.7		1
APPL-00001635	14 October 2023	72	631	610.76	0	1	610.76	610.76	6	830.63	39	3.7		1
APPL-00003568	21 January 2024	167	631	638.45	0	1	638.45	638.45	3	587.37	1	3.7		1
APPL-00010131	10 April 2022	448	631	572.55	3	1	555.37	555.37	33	19549.02	1	3.2		1
APPL-00009503	20 October 2024	423	631	555.14	3	1	538.49	538.49	30	5681.07	2	4.6		1
APPL-00006176	08 January 2022	294	631	615.5	5	1	584.73	584.73	19	953.11	38	3.4		1
APPL-00008395	20 July 2022	382	631	562.63	7	1	523.25	523.25	27	701.16	11	4.9		1
APPL-00007375	08 November 2023	342	631	551.95	0	2	551.95	1103.9	24	4382.48	31			1
APPL-00006047	23 September 2024	288	630	1198.79	0	2	1198.79	2397.58	3	2205.77	14	3.8		1
APPL-00008375	28 May 2022	382	630	1311.74	0	1	1311.74	1311.74	27	1757.73	38			1
APPL-00006334	13 May 2024	298	630	1367.92	0	6	1367.92	8207.52	19	13378.26	19	3.1		1
APPL-00001813	30 July 2022	80	630	1358.1	0	4	1358.1	5432.4	7	5215104	10			1
APPL-00001386	23 March 2024	57	630	1364.27	10	4	1227.84	4911.36	5	24409.46	33	3.3		1
APPL-00007578	15 August 2022	350	629	495.85	5	2	471.06	942.12	24	3740.22	39	4.7		1
APPL-00001384	13 February 2024	57	629	537.16	0	2	537.16	1074.32	5	5339.37	37	5		1
APPL-00008912	26 March 2023	395	629	527.73	0	1	527.73	527.73	29	700825.44	40			1
APPL-00009101	30 August 2023	403	629	462.7	15	2	393.29	786.58	3	723.65	41	4.8		3
APPL-00002153	21 February 2022	103	629	526.64	0	3	526.64	1579.92	8	11438.62	10	4.9		3
APPL-00006771	17 October 2022	317	629	527.65	2	4	517.1	2068.4	21	22028.46	32	4		1
APPL-00003431	28 June 2024	159	629	465.84	7	2	433.23	866.46	3	797.14	39	3.8		1
APPL-00002924	30 March 2022	135	629	507.68	2	2	497.53	995.06	3	915.46	27	4.5		1
APPL-00009947	23 June 2024	441	628	414.72	7	1	385.69	385.69	32	12264.94	4			1
APPL-00002730	05 July 2022	127	628	474.22	0	3	474.22	1422.66	11	43960.19	14			1
APPL-00001381	25 August 2023	57	628	453.7	3	5	440.09	2200.45	5	10936.24	37			1
APPL-00010231	06 January 2022	451	628	484.76	2	5	475.06	2375.3	33	83610.56	2	4.1		1
APPL-00011132	20 February 2022	496	628	455.14	7	2	423.28	846.56	37	846.56	14	3.4		1
APPL-00002507	11 June 2023	118	628	442.93	3	1	429.64	429.64	10	2964.52	7	4.4		1
APPL-00001843	01 February 2023	81	628	459.36	15	1	390.46	390.46	7	374841.6	40	3.5		1
APPL-00005801	04 October 2023	279	627	1024.07	10	1	921.66	921.66	18	15806.47	12		116	1
APPL-00002940	20 January 2024	135	627	923.01	10	7	830.71	5814.97	3	5349.77	35	3.8	14	1
APPL-00001379	28 July 2023	57	627	936.66	7	1	871.09	871.09	5	4329.32	42		65	3
APPL-00004455	12 October 2024	220	627	963.44	0	1	963.44	963.44	3	886.36	37	4.6	71	1
APPL-00006123	18 October 2024	291	627	1009.09	3	1	978.82	978.82	3	900.51	40		79	1
APPL-00002293	20 June 2024	109	626	855.04	10	4	769.54	3078.16	9	12189513.6	37		50	1
APPL-00001372	11 November 2024	56	626	909.35	7	1	845.7	845.7	5	4203.13	2		126	3
APPL-00003717	25 December 2022	176	626	852.53	15	1	724.65	724.65	12	5666.76	10	4.7	30	1
APPL-00009803	20 November 2022	436	626	935.56	10	1	842	842	32	26775.6	13	3.2	57	1
APPL-00010521	22 May 2024	461	626	921.64	2	1	903.21	903.21	34	27547.91	38	3.4	122	1
APPL-00001773	18 July 2024	78	626	959.14	3	2	930.37	1860.74	7	1786310.4	35		103	1
APPL-00002351	02 January 2024	111	626	858.01	7	6	797.95	4787.7	9	18959292	14	4.1	30	1
APPL-00001370	20 August 2024	56	625	801.05	5	2	761	1522	5	7564.34	21	3.4		1
APPL-00004663	27 June 2023	230	625	862.34	0	3	862.34	2587.02	3	2380.06	26			1
APPL-00004757	12 May 2024	236	625	749.62	0	2	749.62	1499.24	3	1379.3	6	3.5		1
APPL-00010444	26 February 2022	459	625	738.9	0	1	738.9	738.9	34	22536.45	10	4.9		1
APPL-00003766	20 June 2024	177	625	817.91	0	1	817.91	817.91	12	6396.06	7	4.1		1
APPL-00002974	20 June 2024	136	625	792.04	0	1	792.04	792.04	3	728.68	40			1
APPL-00001367	25 September 2023	56	624	769.27	0	2	769.27	1538.54	5	7646.54	9	4	14	1
APPL-00010714	13 April 2022	469	624	857.99	7	1	797.93	797.93	35	2928.4	41	4.3	91	1
APPL-00009722	11 April 2022	433	624	829.57	0	2	829.57	1659.14	31	1460.04	42	4.2	34	1
APPL-00001389	22 April 2022	58	624	757.83	0	2	757.83	1515.66	5	7532.83	40	3.6	76	1
APPL-00002954	16 February 2022	136	624	819.62	15	1	696.68	696.68	3	640.95	3	3.3	82	1
APPL-00011322	17 October 2022	513	623	848.59	0	1	848.59	848.59	38	20790455	31	3.7	58	1
APPL-00007606	02 March 2023	351	623	779.34	10	2	701.41	1402.82	24	5569.2	20	4.6	36	1
APPL-00001564	09 June 2024	68	623	772.97	7	5	718.86	3594.3	6	4888.25	36		120	1
APPL-00001363	14 February 2023	56	623	742.95	3	4	720.66	2882.64	5	14326.72	31		133	1
APPL-00002809	02 April 2023	130	622	845.76	2	2	828.84	1657.68	11	51222.31	4	3.2		1
APPL-00006254	05 April 2022	296	622	834.6	10	2	751.14	1502.28	19	2448.72	17	4.9		3
APPL-00005631	04 August 2022	273	622	837.65	0	2	837.65	1675.3	17	7890.66	41			1
APPL-00011146	07 June 2023	497	622	783.12	0	1	783.12	783.12	37	783.12	28	3.9		1
APPL-00010767	31 July 2024	470	622	746.74	0	1	746.74	746.74	35	2740.54	29	5		1
APPL-00007959	26 January 2024	366	622	848.11	0	1	848.11	848.11	25	77602.07	30	3.1		1
APPL-00008321	15 January 2023	381	622	774.76	5	1	736.02	736.02	26	2760.07	12	3.9		1
APPL-00006944	05 February 2024	325	622	739.37	10	1	665.43	665.43	22	185654.97	36	5		1
APPL-00001357	13 March 2022	56	622	827.66	2	1	811.11	811.11	5	4031.22	9			1
APPL-00008504	26 February 2024	382	621	966.12	0	1	966.12	966.12	27	1294.6	4	4.3	38	1
APPL-00001354	01 September 2024	55	621	865.61	0	2	865.61	1731.22	5	8604.16	14	3.4	104	1
APPL-00005131	16 January 2022	257	621	950.81	7	2	884.25	1768.5	15	264921.3	25	3.2	44	1
APPL-00007796	08 May 2022	359	620	1898.28	2	3	1860.31	5580.93	3	5134.46	34			1
APPL-00009799	21 June 2022	436	620	1902.29	0	1	1902.29	1902.29	32	60492.82	25	3.5		1
APPL-00010175	30 September 2023	449	620	2112.87	3	1	2049.48	2049.48	33	72141.7	39	4.7		1
APPL-00008236	29 June 2024	377	620	1936.51	3	1	1878.41	1878.41	26	7044.04	17	3.2		1
APPL-00005337	19 July 2024	263	620	2046.92	7	1	1903.64	1903.64	16	245569.56	40	3.1		1
APPL-00008084	19 November 2022	371	620	1919.2	0	2	1919.2	3838.4	25	351213.6	15			1
APPL-00001353	08 August 2024	55	620	2012.3	0	4	2012.3	8049.2	5	40004.52	22	3.9		2
APPL-00010505	26 April 2022	461	620	2071.78	0	2	2071.78	4143.56	34	126378.58	31			1
APPL-00001350	29 February 2024	55	619	1021.28	2	1	1000.85	1000.85	5	4974.22	11		67	1
APPL-00009824	23 December 2022	437	619	1021.58	0	1	1021.58	1021.58	32	32486.24	25		93	1
APPL-00007981	01 April 2023	367	619	1069.88	0	1	1069.88	1069.88	25	97894.02	42		54	1
APPL-00002846	22 February 2024	131	619	1145.47	5	1	1088.2	1088.2	11	33625.38	16	4.2	119	1
APPL-00004945	14 November 2022	247	619	1145.65	7	3	1065.45	3196.35	15	478813.23	26	4.6	80	1
APPL-00006767	16 November 2024	316	619	1094.5	7	4	1017.88	4071.52	21	43361.69	9	3	46	1
APPL-00007906	26 May 2024	363	619	1179.46	0	2	1179.46	2358.92	25	215841.18	13	4.1	108	3
APPL-00011067	17 November 2022	489	618	725.89	0	1	725.89	725.89	37	725.89	18	3.1	92	1
APPL-00004414	07 May 2024	218	618	750.56	15	1	637.98	637.98	3	586.94	20	3.5	129	1
APPL-00008330	19 April 2024	381	618	712.31	3	1	690.94	690.94	26	2591.03	23	4.8	115	1
APPL-00006901	05 October 2024	323	618	663.14	0	2	663.14	1326.28	22	370032.12	33	4.7	116	1
APPL-00001344	19 November 2022	55	618	691.55	7	2	643.14	1286.28	5	6392.81	33	4.9	95	1
APPL-00001335	30 January 2024	54	617	838.02	0	2	838.02	1676.04	5	8329.92	26	3.7	26	1
APPL-00004760	07 August 2024	236	617	840.55	10	1	756.5	756.5	3	695.98	39	4.3	81	1
APPL-00009226	16 March 2024	411	617	961.49	2	2	942.26	1884.52	3	1733.76	20		97	1
APPL-00007163	30 March 2023	334	616	826.15	0	2	826.15	1652.3	23	93354.95	1		98	1
APPL-00010170	27 January 2023	449	616	756.85	0	3	756.85	2270.55	33	79923.36	2	4.7	122	1
APPL-00001328	19 November 2022	54	616	743.16	0	1	743.16	743.16	5	3693.51	33	3.7	48	1
APPL-00009614	02 April 2023	428	616	862.68	10	1	776.41	776.41	31	683.24	19	3.8	66	1
APPL-00004689	09 March 2023	232	616	807.75	0	2	807.75	1615.5	3	1486.26	29	3.6	122	3
APPL-00010952	22 December 2022	481	615	850.18	15	1	722.65	722.65	36	570.89	42	3.5	81	1
APPL-00001324	01 August 2022	54	615	746.54	0	2	746.54	1493.08	5	7420.61	24	3.1	86	1
APPL-00002594	03 March 2024	121	615	786.83	2	5	771.09	3855.45	10	26602.6	41	3.4	124	1
APPL-00002642	16 November 2022	123	615	794.05	2	1	778.17	778.17	10	5369.37	5	3.1	65	2
APPL-00011262	11 March 2024	510	615	849.25	10	4	764.33	3057.32	37	3057.32	2	4.3	76	3
APPL-00006040	06 June 2023	288	614	939.06	15	1	798.2	798.2	3	734.34	31	3.1	48	1
APPL-00009224	21 February 2024	411	614	1005.12	2	1	985.02	985.02	3	906.22	27		42	1
APPL-00002643	06 December 2022	123	614	965.87	10	1	869.28	869.28	10	5998.03	1		104	1
APPL-00005937	15 January 2023	284	614	927.28	0	1	927.28	927.28	3	853.1	34		112	1
APPL-00006455	19 June 2023	303	614	925.5	0	2	925.5	1851	20	2869050	31	3.6	40	1
APPL-00005996	14 July 2024	286	614	1077.66	0	3	1077.66	3232.98	3	2974.34	21	4.5	36	1
APPL-00001321	08 September 2024	53	614	989.93	2	3	970.13	2910.39	5	14464.64	3	4.1	50	1
APPL-00008181	12 September 2022	375	614	1039.52	0	6	1039.52	6237.12	26	23389.2	1	3.6	131	1
APPL-00010697	22 July 2023	468	614	993.52	0	2	993.52	1987.04	35	7292.44	36	4.5	100	3
APPL-00007787	13 November 2023	358	613	1001.89	0	1	1001.89	1001.89	3	921.74	25		90	1
APPL-00003891	29 October 2023	181	613	1034.62	10	1	931.16	931.16	12	7281.67	24	4.2	83	1
APPL-00001318	23 May 2024	53	613	1028.04	10	1	925.24	925.24	5	4598.44	19	3.1	116	1
APPL-00007759	08 January 2024	357	613	924.14	0	2	924.14	1848.28	3	1700.42	24		138	1
APPL-00003844	04 April 2022	180	613	1050.75	5	2	998.21	1996.42	12	15612	5	3.2	74	1
APPL-00006046	16 August 2024	288	613	1003.65	7	3	933.39	2800.17	3	2576.16	3		62	1
APPL-00002879	17 October 2024	132	613	948.14	0	6	948.14	5688.84	11	175785.16	21	4.4	75	1
APPL-00003827	30 January 2024	179	613	989.11	0	1	989.11	989.11	12	7734.84	38	4.1	36	3
APPL-00008720	07 July 2022	388	612	518.41	0	4	518.41	2073.64	28	39191.8	20			1
APPL-00008494	01 January 2024	382	612	500.76	3	2	485.74	971.48	27	1301.78	3	4.4		3
APPL-00003036	31 December 2022	139	612	481.76	0	1	481.76	481.76	3	443.22	11	4.6		3
APPL-00005672	21 September 2023	274	612	520.8	0	1	520.8	520.8	18	8931.72	26	4.1		3
APPL-00001317	19 May 2024	53	612	465.38	10	8	418.84	3350.72	5	16653.08	12	3.6		1
APPL-00003556	19 May 2022	167	612	517.22	3	5	501.7	2508.5	3	2307.82	32	4.6		1
APPL-00010251	02 December 2023	451	612	527.86	15	3	448.68	1346.04	33	47380.61	28	4.4		1
APPL-00005107	21 September 2024	255	612	510.63	0	1	510.63	510.63	15	76492.37	28	4.4		1
APPL-00006076	24 November 2024	289	612	507.09	0	1	507.09	507.09	3	466.52	2	3.4		1
APPL-00010041	22 July 2023	445	612	479.93	15	1	407.94	407.94	32	12972.49	34	4.4		1
APPL-00007822	03 May 2022	360	612	526	0	1	526	526	3	483.92	27			1
APPL-00008936	15 June 2022	396	611	963.97	0	2	963.97	1927.94	29	2560304.32	7	3.9	135	1
APPL-00001314	13 October 2022	53	611	950.45	0	1	950.45	950.45	5	4723.74	37	3.8	31	2
APPL-00005540	24 September 2022	270	611	948.79	0	1	948.79	948.79	17	4468.8	20	3.6	140	1
APPL-00009176	07 March 2024	408	610	553.38	5	4	525.71	2102.84	3	1934.61	8	4.5		1
APPL-00008187	20 February 2023	375	610	592.29	0	2	592.29	1184.58	26	4442.17	21	4.4		1
APPL-00010809	25 December 2022	472	610	633.21	0	1	633.21	633.21	36	500.24	20	3.3		1
APPL-00008837	14 December 2022	392	610	616.76	0	1	616.76	616.76	29	819057.28	23	3.8		1
APPL-00001309	02 November 2024	52	610	597.3	0	1	597.3	597.3	5	2968.58	36	3.7		1
APPL-00004817	07 August 2023	239	610	593.49	15	1	504.47	504.47	3	464.11	13	4.6		1
APPL-00005011	18 December 2023	250	610	585.79	2	1	574.07	574.07	15	85995.69	21	3.9		1
APPL-00009745	28 February 2022	434	610	574.42	15	2	488.26	976.52	31	859.34	42	4.7		2
APPL-00001443	23 June 2023	61	610	613.09	0	2	613.09	1226.18	5	6094.11	34			1
APPL-00004924	15 March 2022	246	609	833.53	2	3	816.86	2450.58	15	367096.88	31		126	3
APPL-00001306	28 September 2024	52	609	947.3	0	1	947.3	947.3	5	4708.08	15		133	1
APPL-00009893	05 July 2024	439	608	866.91	5	1	823.56	823.56	32	26189.21	5	4.8	83	1
APPL-00003876	09 August 2022	181	608	952.88	7	2	886.18	1772.36	12	13859.86	2		89	1
APPL-00003465	17 May 2023	161	608	909.92	0	2	909.92	1819.84	3	1674.25	13	3.5	54	1
APPL-00002929	29 September 2022	135	608	900.59	10	3	810.53	2431.59	3	2237.06	34	3.3	15	1
APPL-00001305	27 September 2024	52	608	868.49	0	2	868.49	1736.98	5	8632.79	4		64	1
APPL-00002986	04 January 2023	137	608	898.19	0	1	898.19	898.19	3	826.33	15		122	1
APPL-00004334	30 November 2024	215	607	867.12	5	4	823.76	3295.04	14	51732128	40		78	1
APPL-00001302	16 May 2024	52	607	861.43	3	3	835.59	2506.77	5	12458.65	1	3.6	117	2
APPL-00006948	19 July 2024	325	606	919.32	5	1	873.35	873.35	22	243664.65	21	3.5	124	1
APPL-00002783	28 March 2022	129	606	951.63	7	1	885.02	885.02	11	27347.12	27		76	1
APPL-00001300	29 March 2024	52	606	877.87	3	1	851.53	851.53	5	4232.1	6		48	1
APPL-00005940	31 July 2023	284	606	837.43	0	1	837.43	837.43	3	770.44	33	3.5	64	1
APPL-00005351	25 July 2022	264	606	888.85	0	2	888.85	1777.7	16	229323.3	28	4.1	24	1
APPL-00005213	08 February 2022	260	606	843.95	0	4	843.95	3375.8	16	435478.2	15	4.6	66	1
APPL-00001298	14 December 2023	52	605	1949.58	15	1	1657.14	1657.14	5	8235.99	3			1
APPL-00002040	23 May 2022	92	605	1936.86	0	6	1936.86	11621.16	8	84137.2	34	3.8		1
APPL-00004635	28 October 2023	228	605	2076.05	0	3	2076.05	6228.15	3	5729.9	12	4.1		1
APPL-00002565	30 April 2024	120	605	2085.78	5	1	1981.49	1981.49	10	13672.28	29	4		1
APPL-00010478	18 September 2022	460	605	2060.48	0	3	2060.48	6181.44	34	188533.92	20			2
APPL-00003974	14 March 2023	186	605	2059.34	0	2	2059.34	4118.68	13	343909.78	21	3.7		2
APPL-00009960	07 January 2023	442	605	2058.44	10	1	1852.6	1852.6	32	58912.68	12	4.8		1
APPL-00009450	15 October 2024	421	605	2110.12	10	1	1899.11	1899.11	30	20035.61	7	4.2		1
APPL-00007456	03 March 2024	345	605	2019.71	15	1	1716.75	1716.75	24	6815.5	5	3.3		1
APPL-00005787	22 July 2022	279	605	2085.26	2	1	2043.55	2043.55	18	35046.88	42	4.7		1
APPL-00006826	13 December 2023	319	605	2080.24	7	1	1934.62	1934.62	21	20603.7	15			1
APPL-00001347	17 February 2023	55	605	1962.43	2	1	1923.18	1923.18	5	9558.2	20			1
APPL-00010530	08 June 2022	462	605	2076.17	10	3	1868.55	5605.65	34	170972.32	24			2
APPL-00004509	13 July 2022	223	604	624	2	1	611.52	611.52	3	562.6	41	3.3		1
APPL-00003042	14 October 2023	139	604	632.92	0	3	632.92	1898.76	3	1746.86	11	3.2		1
APPL-00002413	22 January 2024	114	604	643.73	2	2	630.86	1261.72	9	4996411.2	38	3.6		1
APPL-00006323	29 April 2023	298	604	640.55	0	2	640.55	1281.1	19	2088.19	21	3.6		1
APPL-00007261	30 June 2022	338	604	596.49	0	1	596.49	596.49	23	33701.68	29	4.1		1
APPL-00008967	26 September 2023	397	604	597.85	0	5	597.85	2989.25	29	3969724	3			1
APPL-00001294	16 July 2023	52	604	616.39	7	1	573.24	573.24	5	2849	28	3.2		1
APPL-00003721	13 March 2023	176	604	631.3	15	1	536.6	536.6	12	4196.21	4			1
APPL-00008432	02 January 2023	382	603	751.42	0	1	751.42	751.42	27	1006.9	34	5	24	1
APPL-00001291	18 December 2022	52	603	792.59	0	5	792.59	3962.95	5	19695.86	33	4	72	1
APPL-00008544	06 August 2024	382	603	757.98	2	2	742.82	1485.64	27	1990.76	1	4.2	28	3
APPL-00001279	28 June 2024	51	602	627.87	5	1	596.48	596.48	5	2964.51	20			1
APPL-00009217	18 December 2022	411	602	555.72	0	5	555.72	2778.6	3	2556.31	8			3
APPL-00008050	05 October 2024	369	602	640.99	0	7	640.99	4486.93	25	410554.1	8			1
APPL-00004188	16 February 2023	209	602	626.89	5	4	595.55	2382.2	14	37400540	39	4.3		1
APPL-00009185	31 March 2024	409	602	561.29	3	3	544.45	1633.35	3	1502.68	22	3.4		1
APPL-00007064	02 November 2023	330	602	600.75	15	2	510.64	1021.28	22	284937.12	12	3.9		1
APPL-00008821	01 December 2023	391	602	614.5	10	1	553.05	553.05	29	734450.4	2			1
APPL-00006064	01 February 2024	289	601	443.77	2	1	434.89	434.89	3	400.1	15	3.9	83	1
APPL-00005621	03 August 2024	272	601	430.37	0	1	430.37	430.37	17	2027.04	20	4.6	13	1
APPL-00001275	27 February 2024	51	601	400.24	15	1	340.2	340.2	5	1690.79	36	4.7	109	1
APPL-00010991	08 June 2023	483	601	434.18	2	1	425.5	425.5	36	336.15	26	3.6	71	1
APPL-00010072	16 August 2023	446	600	932.37	0	2	932.37	1864.74	33	65638.85	34	4.2	99	1
APPL-00002136	07 August 2022	102	600	846.2	5	2	803.89	1607.78	8	11640.33	2	4.1	97	1
APPL-00001274	08 January 2024	51	600	928.43	0	3	928.43	2785.29	5	13842.89	20	5	62	1
APPL-00006475	27 June 2023	304	600	837.79	15	1	712.12	712.12	20	1103786	27		93	1
APPL-00010290	18 September 2024	452	600	905.95	0	1	905.95	905.95	33	31889.44	6	3.5	66	1
APPL-00001570	01 April 2022	69	599	1287.21	2	2	1261.47	2522.94	6	3431.2	9	4.2		1
APPL-00008406	09 September 2022	382	599	1323.29	0	2	1323.29	2646.58	27	3546.42	33	4.1		1
APPL-00010090	21 February 2022	447	599	1371.29	0	1	1371.29	1371.29	33	48269.41	21	3.2		1
APPL-00006689	22 April 2024	313	599	1199.05	0	1	1199.05	1199.05	21	12769.88	14	3.3		1
APPL-00005986	16 June 2022	286	599	1332.93	0	1	1332.93	1332.93	3	1226.3	29	3.9		1
APPL-00005914	08 June 2024	283	599	1267.8	3	1	1229.77	1229.77	18	21090.56	20	3.4		1
APPL-00008876	19 October 2024	393	599	1309.53	15	1	1113.1	1113.1	29	1478196.8	23			1
APPL-00003091	21 August 2022	141	599	1344	3	2	1303.68	2607.36	3	2398.77	41			1
APPL-00010685	17 July 2022	468	599	1336.1	0	1	1336.1	1336.1	35	4903.49	19	3.7		3
APPL-00001313	14 September 2022	53	599	1197.94	5	1	1138.04	1138.04	5	5656.06	11	3.1		3
APPL-00008078	26 May 2022	371	599	1385.06	0	2	1385.06	2770.12	25	253465.98	28			1
APPL-00001268	27 June 2022	51	599	1298.17	0	2	1298.17	2596.34	5	12903.81	25			1
APPL-00002258	28 August 2022	108	599	1262.34	2	2	1237.09	2474.18	9	9797752.8	19			1
APPL-00006153	04 October 2022	293	599	1198.5	0	3	1198.5	3595.5	3	3307.86	19	4.8		1
APPL-00010424	27 January 2023	458	599	1321.22	7	2	1228.73	2457.46	34	74952.53	17	3.3		1
APPL-00007419	29 September 2022	344	599	1353.44	7	2	1258.7	2517.4	24	9994.08	29	4.3		1
APPL-00001266	17 February 2022	51	598	711.39	0	1	711.39	711.39	5	3535.61	5		64	1
APPL-00004153	02 May 2022	208	598	656.29	10	1	590.66	590.66	14	9273362	32	4.1	25	1
APPL-00005207	15 July 2024	259	597	2311.03	7	3	2149.26	6447.78	16	831763.62	8	3.8		2
APPL-00007936	21 October 2023	365	597	2680.22	0	4	2680.22	10720.88	25	980960.52	39	4.5		2
APPL-00004496	29 December 2023	222	597	2500.5	7	3	2325.46	6976.38	3	6418.27	24	3.7		2
APPL-00001333	16 June 2023	54	597	2502.9	0	1	2502.9	2502.9	5	12439.41	19	3.7		3
APPL-00009015	01 December 2022	399	597	2573.4	15	1	2187.39	2187.39	29	2904853.92	16	3.9		3
APPL-00009499	21 March 2024	423	597	2456.4	0	1	2456.4	2456.4	30	25915.02	4			3
APPL-00003151	20 October 2023	143	597	2380.83	5	2	2261.79	4523.58	3	4161.69	17			1
APPL-00003500	28 November 2022	163	597	2472.64	7	3	2299.56	6898.68	3	6346.79	31			1
APPL-00010580	18 March 2024	464	597	2448.44	0	3	2448.44	7345.32	35	26957.32	39	3.5		1
APPL-00005364	31 July 2023	264	597	2520.12	0	3	2520.12	7560.36	16	975286.44	8	4		1
APPL-00007714	08 April 2022	356	597	2562.24	2	2	2511	5022	3	4620.24	16	4.9		1
APPL-00008446	08 April 2023	382	597	2553.37	3	2	2476.77	4953.54	27	6637.74	20	4.1		1
APPL-00002679	27 April 2022	125	597	2391.41	10	2	2152.27	4304.54	11	133010.29	30	4.5		1
APPL-00011400	04 August 2022	516	597	2542.75	0	2	2542.75	5085.5	38	124594750	8	4.3		1
APPL-00009627	18 November 2024	428	597	2625.63	0	2	2625.63	5251.26	31	4621.11	36	3		1
APPL-00002794	06 March 2024	129	597	2548.2	0	2	2548.2	5096.4	11	157478.76	16	4.8		1
APPL-00008279	01 February 2024	379	597	2455.71	15	1	2087.35	2087.35	26	7827.56	6	4.3		1
APPL-00009587	26 March 2022	427	597	2581.4	10	1	2323.26	2323.26	31	2044.47	15			1
APPL-00001262	12 October 2024	50	597	2404.1	0	1	2404.1	2404.1	5	11948.38	19			1
APPL-00003250	11 January 2023	149	597	2551.63	0	1	2551.63	2551.63	3	2347.5	25			1
APPL-00010763	06 January 2024	470	596	2051.94	2	2	2010.9	4021.8	35	14760.01	41	3.2		1
APPL-00004378	19 August 2023	217	596	1967.24	0	2	1967.24	3934.48	14	61771336	39			1
APPL-00007030	29 June 2022	329	596	1908.07	5	2	1812.67	3625.34	22	1011469.86	2			1
APPL-00006466	04 May 2022	304	596	1840.68	0	5	1840.68	9203.4	20	14265270	40			1
APPL-00002179	22 April 2024	104	596	2050.72	10	3	1845.65	5536.95	8	40087.52	13	4.1		1
APPL-00006242	30 April 2024	295	596	1918.76	10	2	1726.88	3453.76	19	5629.63	18	3.1		3
APPL-00004550	30 May 2024	224	596	2090.4	10	2	1881.36	3762.72	3	3461.7	24	4.8		1
APPL-00004579	23 December 2024	225	596	2076.04	0	2	2076.04	4152.08	3	3819.91	39			1
APPL-00004996	02 April 2024	249	596	2116.3	2	2	2073.97	4147.94	15	621361.41	12	4.9		1
APPL-00001259	23 September 2023	50	596	2152.02	0	1	2152.02	2152.02	5	10695.54	35	3.4		1
APPL-00003518	28 December 2023	164	596	2006.89	0	1	2006.89	2006.89	3	1846.34	17	4.8		1
APPL-00007443	09 July 2022	345	596	2134.65	3	1	2070.61	2070.61	24	8220.32	29	3.9		1
APPL-00007140	07 January 2023	333	596	1879.37	5	1	1785.4	1785.4	23	100875.1	6	3.9		1
APPL-00005770	17 January 2024	278	595	1125.97	7	1	1047.15	1047.15	18	17958.62	28		70	1
APPL-00001257	26 May 2023	50	595	1292.42	7	2	1201.95	2403.9	5	11947.38	23	3.4	33	1
APPL-00007106	09 December 2024	331	594	7294.57	0	1	7294.57	7294.57	22	2035185.03	31	3.9		1
APPL-00005415	03 November 2023	266	594	6516.71	15	2	5539.2	11078.4	17	52179.26	42			1
APPL-00007585	07 February 2023	350	594	7090.18	0	3	7090.18	21270.54	24	84444.04	29			1
APPL-00007070	13 August 2024	330	594	6934.99	0	4	6934.99	27739.96	22	7739448.84	1	4.1		1
APPL-00006088	21 July 2023	290	594	6927.58	5	2	6581.2	13162.4	3	12109.41	14	4.6		1
APPL-00010933	07 February 2024	480	594	7169.04	0	1	7169.04	7169.04	36	5663.54	38	4.4		1
APPL-00005380	27 May 2023	265	594	7436.36	0	1	7436.36	7436.36	16	959290.44	21	3.8		1
APPL-00004067	04 February 2022	199	594	6869.66	0	1	6869.66	6869.66	13	573616.61	14	4.1		1
APPL-00002903	18 August 2024	133	594	6603.08	0	1	6603.08	6603.08	11	204035.17	35	4.7		1
APPL-00001672	01 September 2023	74	594	6926.68	0	1	6926.68	6926.68	6	9420.28	6	4		1
APPL-00005190	30 September 2022	259	594	7437.49	5	1	7065.62	7065.62	16	911464.98	6	4.2		1
APPL-00001252	21 November 2022	50	594	6859.55	10	1	6173.6	6173.6	5	30682.79	21			1
APPL-00003856	05 July 2023	180	594	6848.64	0	1	6848.64	6848.64	12	53556.36	27			1
APPL-00006593	09 November 2023	309	593	830.05	3	2	805.15	1610.3	20	2495965	14	3.9	56	1
APPL-00002608	06 January 2023	122	593	904.32	7	7	841.02	5887.14	10	40621.27	5	3.8	84	1
APPL-00003732	09 May 2024	176	593	895.99	0	1	895.99	895.99	12	7006.64	2		65	2
APPL-00001249	03 February 2024	49	593	961.68	0	2	961.68	1923.36	5	9559.1	11		49	1
APPL-00010876	26 December 2023	476	593	864.44	0	1	864.44	864.44	36	682.91	25	3.3	80	1
APPL-00003080	22 September 2024	140	592	958.89	3	3	930.12	2790.36	3	2567.13	14	4.2	125	1
APPL-00001243	25 September 2024	48	592	1042.68	7	2	969.69	1939.38	5	9638.72	22		35	2
APPL-00005283	11 October 2022	262	592	1022.25	7	1	950.69	950.69	16	122639.01	10	4.4	73	1
APPL-00011130	26 September 2024	495	592	983.05	5	1	933.9	933.9	37	933.9	18		114	1
